row_type,generation,rank,population_size,score,score_mean,score_median,score_std,score_min,score_max,best_rank,best_tree_summary,mean_score,field_count,trials_per_field,total_eval_runs,agent_count,seed,field_seed,eval_field_index,eval_trial_index,eval_field_seed,eval_run_seed,max_steps,steps_executed,converged,converge_step,best_field_final,mean_field_final,best_field_min_over_run,improvement_from_start,swarm_radius_final,avg_speed_final,runtime_ms,tree_summary
candidate,9,2,,119.81243605995165,,,,,,,,119.81243605995165,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.2002,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,9,3,,119.81243280737164,,,,,,,,119.81243280737164,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.5237,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,9,4,,119.81242699806162,,,,,,,,119.81242699806162,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.4157,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,9,5,,119.81242391832166,,,,,,,,119.81242391832166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.2888,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=neighbor_count threshold=10.7330 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[1, -1, 0, 0] | 10: leaf actions=[1, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,9,,30,119.81252755006166,111.79832505371115,119.81233447382667,11.514928728718937,81.03307257319999,119.81252755006166,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",119.81252755006166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1112.7,1.0,1010,-79.585880036451,-69.71661059796399,-203.001,172.13453333333334,6.111113633333334,4.0078396666666665,18.074442,
candidate,10,1,,119.81242915377163,,,,,,,,119.81242915377163,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.1652,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,10,2,,119.81242540332167,,,,,,,,119.81242540332167,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.2126,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,10,3,,119.81242367178166,,,,,,,,119.81242367178166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.3343,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,10,4,,119.81242268901161,,,,,,,,119.81242268901161,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.0231,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,10,5,,119.81239824188164,,,,,,,,119.81239824188164,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.6386,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,10,,30,119.81242915377163,109.9351474712436,119.81234015101667,15.060803017437953,61.335814439345,119.81242915377163,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",119.81242915377163,10,10,100,5,100,20260416,9,9,20260416,100,7500,1200.7666666666667,0.9666666666666667,1010,-79.362234933,-65.19780620966667,-203.001,166.1491,9.556982166666666,3.9188994533333332,19.695172333333332,
candidate,11,1,,119.81249192350171,,,,,,,,119.81249192350171,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,13.631,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,11,2,,119.81239926418166,,,,,,,,119.81239926418166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.3602,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,11,3,,119.81239686110167,,,,,,,,119.81239686110167,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.7221,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,11,4,,119.81239673740166,,,,,,,,119.81239673740166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.161,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,11,5,,119.81239653723165,,,,,,,,119.81239653723165,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.4052,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,11,,30,119.81249192350171,113.68197772991691,119.81233464376666,11.120980837723407,74.34549618863325,119.81249192350171,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",119.81249192350171,10,10,100,5,100,20260416,9,9,20260416,100,7500,935.6,1.0,1010,-51.4267823554,-42.7213266404,-203.001,171.65653333333333,3.7997816666666666,4.431397566666667,15.422920333333334,
candidate,12,1,,119.81243666016164,,,,,,,,119.81243666016164,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,13.5968,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,12,2,,119.8124163242717,,,,,,,,119.8124163242717,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.3714,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,12,3,,119.81241622159169,,,,,,,,119.81241622159169,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.4926,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,12,4,,119.81241616963165,,,,,,,,119.81241616963165,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.2792,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,12,5,,119.81241401732164,,,,,,,,119.81241401732164,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.4232,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,12,,30,119.81243666016164,115.83140540488155,119.81233252359667,8.70110094461311,91.572220912045,119.81243666016164,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",119.81243666016164,10,10,100,5,100,20260416,9,9,20260416,100,7500,1161.8,0.9666666666666667,1010,-41.20365375264333,-31.284963953196666,-203.001,172.5853,4.556362766666666,4.546442633333333,19.191560666666668,
candidate,13,1,,119.81258165811163,,,,,,,,119.81258165811163,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,13.5516,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,13,2,,119.81249392725167,,,,,,,,119.81249392725167,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,13.8231,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, 1, 1, -1] | 10: leaf actions=[0, 1, -1, 0] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,13,3,,119.8124015251516,,,,,,,,119.8124015251516,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.614,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,13,4,,119.81240050085164,,,,,,,,119.81240050085164,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.4866,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,13,5,,119.81239743881166,,,,,,,,119.81239743881166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.5227,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,13,,30,119.81258165811163,117.27006875504195,119.81234061242667,5.947170037154886,92.55109262862645,119.81258165811163,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",119.81258165811163,10,10,100,5,100,20260416,9,9,20260416,100,7500,954.5666666666667,1.0,1010,-50.55715752133334,-40.648972271333335,-203.001,174.00323333333333,3.4119676666666665,4.5811481,15.881335666666667,
candidate,14,1,,119.81248425217166,,,,,,,,119.81248425217166,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,13.8135,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, -1, 1, 0] | 10: leaf actions=[0, 1, 0, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,14,2,,119.81241820907168,,,,,,,,119.81241820907168,10,10,100,5,100,20260416,9,9,20260416,100,7500,1010,1,1010,-35.0733,-24.776,-203.001,174.688,3.38522,5,16.3328,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=11.2703 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=speed threshold=4.8930 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[-1, 1, -1, 1] | 9: leaf actions=[0, 1, 1, -1] | 10: leaf actions=[0, 1, -1, 0] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
